ticker,entry_ts,side,entry_c,fair_for_side,spread_c,baseline_c,btc_dist_signed_pct,btc_dist_abs_pct,session_age_s,btc_5m_move,btc_15m_move,aligned_with_btc5m,hour_utc,exit_reason,exit_c,fill_at_s,net_c
KXBTC15M-26APR102100-00,1775868420,no,75,84,8,25,-0.1221,0.1221,120,-73.28,-49.87,1,0,SL,66,180,-12.51
KXBTC15M-26APR102045-45,1775867520,no,71,82,10,29,-0.1128,0.1128,120,-30.60,-17.54,1,0,SL,47,420,-27.88
KXBTC15M-26APR102030-30,1775866620,no,42,63,21,54,-0.0373,0.0373,120,-0.11,-32.47,1,0,SL,28,300,-17.68
KXBTC15M-26APR102015-15,1775865720,no,61,79,8,39,-0.0976,0.0976,120,-51.44,-44.09,1,0,TP,91,180,27.76
KXBTC15M-26APR102000-00,1775865060,no,28,59,31,58,-0.0233,0.0233,360,-17.15,23.01,1,23,TP,58,240,26.88
KXBTC15M-26APR101945-45,1775863920,no,64,78,14,35,-0.1178,0.1178,120,-23.53,-31.53,1,23,SL,43,180,-25.01
KXBTC15M-26APR101930-30,1775863500,no,56,75,19,37,-0.0648,0.0648,600,-8.00,-11.24,1,23,SL,19,60,-40.23
KXBTC15M-26APR101915-15,1775862120,no,78,83,1,22,-0.1464,0.1464,120,-97.61,-49.31,1,23,SL,64,120,-17.46
KXBTC15M-26APR101900-00,1775861220,no,49,61,7,51,-0.0443,0.0443,120,35.26,-163.47,0,22,SL,33,300,-19.92
KXBTC15M-26APR101845-45,1775860320,no,54,66,10,46,-0.0495,0.0495,120,-20.31,-139.49,1,22,TP,84,300,27.32
KXBTC15M-26APR101830-30,1775859420,no,56,71,11,44,-0.0554,0.0554,120,-11.98,11.39,1,22,TP,86,180,27.43
KXBTC15M-26APR101815-15,1775858520,no,66,79,13,33,-0.1108,0.1108,120,-31.64,65.48,1,22,SL,46,180,-24.01
KXBTC15M-26APR101800-00,1775857860,yes,46,69,9,46,0.0642,0.0642,360,97.88,63.12,1,21,TP,76,0,26.98
KXBTC15M-26APR101745-45,1775857140,no,66,83,7,34,-0.1045,0.1045,540,-23.51,-74.03,1,21,TP,96,120,28.16
KXBTC15M-26APR101645-45,1775853120,no,16,40,18,84,0.0487,0.0487,120,89.41,36.48,0,20,TP,46,60,27.32
KXBTC15M-26APR101630-30,1775852580,no,42,84,16,58,-0.1107,0.1107,480,-95.08,-20.52,1,20,TP,72,120,26.88
KXBTC15M-26APR101615-15,1775851320,no,58,69,11,40,-0.0834,0.0834,120,86.15,276.07,0,20,SL,40,180,-22.06
KXBTC15M-26APR101600-00,1775850420,no,44,57,13,51,-0.0275,0.0275,120,-5.49,-53.42,1,19,SL,26,60,-21.61
KXBTC15M-26APR101545-45,1775849520,yes,24,35,11,25,-0.0518,0.0518,120,-49.89,-160.01,0,19,TP,54,180,26.98
KXBTC15M-26APR101530-30,1775848620,no,64,76,12,33,-0.0993,0.0993,120,-77.52,8.82,1,19,TP,94,300,27.99
KXBTC15M-26APR101515-15,1775847720,no,38,44,6,62,0.0271,0.0271,120,56.78,161.69,0,19,SL,23,60,-18.38
KXBTC15M-26APR101500-00,1775847060,no,36,54,18,56,-0.0155,0.0155,360,-7.79,25.86,1,18,SL,19,120,-20.12
KXBTC15M-26APR101445-45,1775845980,no,47,65,7,53,-0.0683,0.0683,180,26.74,-10.82,0,18,TP,77,540,27.02
KXBTC15M-26APR101430-30,1775845020,no,50,66,16,49,-0.0694,0.0694,120,-16.90,-2.82,1,18,TP,80,480,27.13
KXBTC15M-26APR101415-15,1775844120,no,60,79,5,40,-0.1115,0.1115,120,-47.78,121.46,1,18,TP,90,180,27.69
KXBTC15M-26APR101400-00,1775843220,no,43,55,9,57,-0.0203,0.0203,120,28.66,-54.66,0,17,SL,26,60,-20.60
KXBTC15M-26APR101345-45,1775842320,yes,37,47,10,38,-0.0117,0.0117,120,-17.22,129.47,0,17,SL,23,180,-17.37
KXBTC15M-26APR101330-30,1775841480,yes,40,58,2,40,0.0372,0.0372,180,4.03,4.85,1,17,TP,70,60,26.85
KXBTC15M-26APR101300-00,1775839620,yes,57,62,2,57,0.0646,0.0646,120,121.13,33.37,1,16,TP,87,300,27.49
KXBTC15M-26APR101245-45,1775838720,no,49,54,4,51,-0.0191,0.0191,120,45.58,22.81,0,16,SL,34,180,-18.95
KXBTC15M-26APR101230-30,1775838060,no,48,69,9,52,-0.1291,0.1291,360,-78.27,109.04,1,16,SL,23,240,-28.48
KXBTC15M-26APR101215-15,1775836980,yes,53,66,0,53,0.1203,0.1203,180,156.77,-47.35,1,16,TP,83,300,27.27
KXBTC15M-26APR101200-00,1775836020,no,40,57,9,60,-0.0594,0.0594,120,7.69,-55.00,0,15,TP,70,120,26.85
KXBTC15M-26APR101115-15,1775833320,no,34,53,19,59,-0.0234,0.0234,120,92.91,71.28,0,15,SL,8,420,-28.29
KXBTC15M-26APR101100-00,1775832420,no,43,54,11,55,-0.0373,0.0373,120,52.97,-179.64,0,14,SL,33,60,-13.88
KXBTC15M-26APR101045-45,1775831520,no,30,41,11,70,0.0842,0.0842,120,88.19,215.05,0,14,SL,20,180,-13.04
KXBTC15M-26APR101015-15,1775829720,yes,52,61,9,54,0.0772,0.0772,120,75.39,321.43,1,14,TP,82,300,27.22
KXBTC15M-26APR100945-45,1775827920,no,42,55,13,54,-0.0215,0.0215,120,21.61,91.46,0,13,TP,72,180,26.88
KXBTC15M-26APR100930-30,1775827380,yes,40,60,6,40,0.0506,0.0506,480,67.34,6.65,1,13,TP,70,60,26.85
KXBTC15M-26APR100915-15,1775826180,yes,37,48,2,37,-0.0123,0.0123,180,-10.33,-89.07,0,13,SL,21,540,-19.26
KXBTC15M-26APR100900-00,1775825220,yes,44,53,9,46,0.0220,0.0220,120,19.58,-63.20,1,12,TP,74,180,26.93
KXBTC15M-26APR100830-30,1775823420,no,43,58,15,56,-0.0255,0.0255,120,-18.96,-29.47,1,12,SL,16,120,-30.03
KXBTC15M-26APR100815-15,1775822520,no,54,61,7,45,-0.0345,0.0345,120,-35.84,-47.51,1,12,SL,40,60,-18.09
KXBTC15M-26APR100800-00,1775821680,yes,24,47,13,24,-0.0102,0.0102,180,3.32,-0.34,1,11,TP,54,60,26.98
KXBTC15M-26APR100745-45,1775821200,yes,59,84,6,59,0.0715,0.0715,600,30.60,107.47,1,11,TP,89,0,27.62
KXBTC15M-26APR100730-30,1775819940,no,34,54,4,66,-0.0108,0.0108,240,-4.35,115.90,1,11,SL,16,120,-20.89
KXBTC15M-26APR100715-15,1775818920,yes,61,96,22,61,0.1056,0.1056,120,77.88,169.52,1,11,TP,91,360,27.76
KXBTC15M-26APR100700-00,1775818020,yes,60,67,3,60,0.0237,0.0237,120,45.32,106.48,1,10,TP,90,300,27.69
KXBTC15M-26APR100645-45,1775817120,no,42,63,20,58,-0.0305,0.0305,120,-26.84,-26.84,1,10,SL,31,60,-14.80
KXBTC15M-26APR100630-30,1775816220,no,50,81,27,50,-0.0915,0.0915,120,0.00,-1.95,0,10,SL,38,180,-16.06
KXBTC15M-26APR100615-15,1775815320,no,46,68,21,54,-0.0635,0.0635,120,0.00,19.43,0,10,TP,76,300,26.98
KXBTC15M-26APR100600-00,1775814420,no,62,76,6,38,-0.1105,0.1105,120,-117.30,-42.02,1,9,SL,53,540,-13.09
KXBTC15M-26APR100545-45,1775813520,no,30,45,15,66,0.0216,0.0216,120,0.30,67.22,0,9,SL,20,180,-13.04
KXBTC15M-26APR100530-30,1775812680,yes,52,78,26,56,0.1167,0.1167,180,110.94,117.55,1,9,TP,82,120,27.22
KXBTC15M-26APR100515-15,1775811720,no,49,77,25,51,-0.1061,0.1061,120,0.00,-168.71,0,9,SL,27,60,-25.68
KXBTC15M-26APR100500-00,1775810820,no,52,59,7,46,-0.0322,0.0322,120,-6.55,65.61,1,8,TP,82,60,27.22
KXBTC15M-26APR100445-45,1775809920,no,37,57,20,57,-0.0225,0.0225,120,0.00,24.04,0,8,SL,23,240,-17.37
KXBTC15M-26APR100430-30,1775809020,yes,30,55,25,41,0.0175,0.0175,120,-26.03,133.77,0,8,TP,60,120,26.85
KXBTC15M-26APR100415-15,1775808240,yes,36,73,37,56,0.0637,0.0637,240,70.40,-117.30,1,8,TP,66,180,26.82
KXBTC15M-26APR100400-00,1775807220,yes,48,86,38,49,0.1039,0.1039,120,0.00,43.56,0,7,SL,39,120,-13.08
KXBTC15M-26APR100345-45,1775806320,no,56,62,6,43,-0.0314,0.0314,120,0.00,-26.00,0,7,SL,44,60,-16.14
KXBTC15M-26APR100330-30,1775805960,no,38,72,34,59,-0.0335,0.0335,660,-26.00,-54.35,1,7,TP,68,120,26.83
KXBTC15M-26APR100315-15,1775804640,no,42,57,13,58,-0.0208,0.0208,240,-0.07,-148.21,1,7,TP,72,120,26.88
KXBTC15M-26APR100300-00,1775803620,yes,54,59,3,54,0.0280,0.0280,120,64.43,23.92,1,6,SL,24,180,-33.53
KXBTC15M-26APR100245-45,1775802720,no,54,67,13,44,-0.0537,0.0537,120,-40.34,-145.00,1,6,SL,42,180,-16.13
KXBTC15M-26APR100230-30,1775801820,no,38,55,15,62,-0.0173,0.0173,120,-8.34,-65.23,1,6,TP,68,180,26.83
KXBTC15M-26APR100215-15,1775801160,no,45,56,11,52,-0.0174,0.0174,360,13.00,-89.29,0,6,SL,33,60,-15.90
KXBTC15M-26APR100200-00,1775800380,no,42,73,22,58,-0.0621,0.0621,480,-58.10,-36.76,1,5,TP,72,60,26.88
KXBTC15M-26APR100145-45,1775799360,no,59,74,6,41,-0.1055,0.1055,360,-48.61,-9.44,1,5,TP,89,360,27.62
KXBTC15M-26APR100130-30,1775798220,no,44,57,13,52,-0.0308,0.0308,120,-14.70,-68.69,1,5,SL,29,180,-18.74
KXBTC15M-26APR100115-15,1775797560,yes,57,76,6,57,0.0982,0.0982,360,60.35,264.69,1,5,SL,40,180,-21.07
KXBTC15M-26APR100100-00,1775796420,no,52,65,13,48,-0.0323,0.0323,120,0.00,24.55,0,4,SL,42,60,-14.13
KXBTC15M-26APR100045-45,1775795520,no,71,82,4,29,-0.0788,0.0788,120,-16.83,-47.78,1,4,SL,55,360,-19.87
KXBTC15M-26APR100030-30,1775795040,no,20,61,41,56,-0.0171,0.0171,540,-16.45,-65.76,1,4,TP,50,60,27.13
KXBTC15M-26APR100015-15,1775793720,no,40,66,21,60,-0.0505,0.0505,120,-27.75,-94.35,1,4,SL,27,60,-16.61
KXBTC15M-26APR100000-00,1775792940,no,48,71,5,52,-0.0605,0.0605,240,-47.63,11.42,1,3,TP,78,120,27.05
KXBTC15M-26APR092345-45,1775792160,yes,66,89,1,66,0.1472,0.1472,360,35.50,35.50,1,3,TP,96,300,28.16
KXBTC15M-26APR092330-30,1775791020,no,50,66,16,46,-0.0633,0.0633,120,-58.27,-90.01,1,3,SL,40,60,-14.10
KXBTC15M-26APR092315-15,1775790180,yes,44,68,13,44,0.0644,0.0644,180,38.90,-131.02,1,3,TP,74,60,26.93
KXBTC15M-26APR092300-00,1775789220,yes,26,40,14,31,-0.0307,0.0307,120,-28.09,-32.49,0,2,SL,13,120,-15.46
KXBTC15M-26APR092245-45,1775788380,yes,43,56,0,43,0.0220,0.0220,180,-52.21,-60.70,0,2,SL,34,540,-12.91
KXBTC15M-26APR092215-15,1775786580,no,46,56,2,54,-0.0412,0.0412,180,-40.69,-109.82,1,2,SL,32,300,-17.87
KXBTC15M-26APR092130-30,1775783820,no,49,57,3,51,-0.0349,0.0349,120,-63.46,95.89,1,1,TP,79,300,27.09
KXBTC15M-26APR092115-15,1775782980,no,44,61,3,56,-0.0620,0.0620,180,-19.46,-52.87,1,1,SL,22,420,-25.41
KXBTC15M-26APR092100-00,1775782140,yes,42,58,6,42,0.0405,0.0405,240,36.85,66.16,1,0,TP,72,180,26.88
KXBTC15M-26APR092030-30,1775780220,no,42,59,17,55,-0.0598,0.0598,120,-167.34,-130.77,1,0,TP,72,180,26.88
KXBTC15M-26APR092015-15,1775779560,yes,59,71,5,59,0.1210,0.1210,360,80.31,108.22,1,0,SL,42,180,-21.08
KXBTC15M-26APR092000-00,1775778420,yes,34,40,6,35,-0.0934,0.0934,120,-56.25,78.25,0,23,SL,25,120,-12.41
KXBTC15M-26APR091945-45,1775778120,yes,21,40,11,21,-0.0418,0.0418,720,78.13,-35.66,1,23,SL,9,120,-13.96
KXBTC15M-26APR091930-30,1775776680,yes,31,60,18,31,0.0782,0.0782,180,85.35,-10.53,1,23,TP,61,60,26.84
KXBTC15M-26APR091900-00,1775774820,no,46,65,11,54,-0.1220,0.1220,120,-104.54,-289.48,1,22,SL,23,180,-26.47
KXBTC15M-26APR091815-15,1775772120,no,35,42,7,64,0.0621,0.0621,120,-50.00,-77.12,1,22,SL,14,120,-23.77
KXBTC15M-26APR091800-00,1775771460,no,53,67,2,47,-0.1062,0.1062,360,-48.22,59.35,1,21,TP,83,240,27.27
KXBTC15M-26APR091745-45,1775770500,yes,48,64,4,48,0.0798,0.0798,300,111.21,107.87,1,21,TP,78,360,27.05
KXBTC15M-26APR091730-30,1775769420,no,50,64,10,50,-0.0844,0.0844,120,40.58,-96.46,0,21,TP,80,240,27.13
KXBTC15M-26APR091715-15,1775768580,yes,34,62,12,34,0.0356,0.0356,180,81.37,91.65,1,21,TP,64,60,26.82
KXBTC15M-26APR091700-00,1775767620,no,58,73,15,38,-0.1077,0.1077,120,-39.47,1.69,1,20,TP,88,240,27.56
KXBTC15M-26APR091645-45,1775766720,yes,56,63,3,56,0.0765,0.0765,120,42.80,81.55,1,20,TP,86,120,27.43
KXBTC15M-26APR091630-30,1775765820,yes,57,66,4,57,0.1052,0.1052,120,164.40,144.22,1,20,TP,87,240,27.49
KXBTC15M-26APR091615-15,1775764920,no,29,48,19,67,0.0154,0.0154,120,65.67,-48.38,0,20,TP,59,240,26.87
KXBTC15M-26APR091600-00,1775764560,no,24,53,29,61,-0.0110,0.0110,660,-153.51,208.76,1,19,TP,54,60,26.98
KXBTC15M-26APR091545-45,1775763300,no,24,37,1,76,0.0598,0.0598,300,-64.93,-77.04,1,19,SL,11,180,-15.24
KXBTC15M-26APR091530-30,1775762220,no,49,64,12,51,-0.0803,0.0803,120,7.00,73.44,0,19,TP,79,300,27.09
KXBTC15M-26APR091515-15,1775761320,yes,44,53,1,44,0.0139,0.0139,120,18.33,91.90,1,19,TP,74,360,26.93
KXBTC15M-26APR091500-00,1775760540,yes,51,64,8,51,0.0747,0.0747,240,19.94,73.16,1,18,TP,81,480,27.17
KXBTC15M-26APR091445-45,1775759640,no,54,72,10,46,-0.1466,0.1466,240,-73.85,-121.73,1,18,SL,34,540,-23.94
KXBTC15M-26APR091430-30,1775758680,yes,51,65,5,51,0.1014,0.1014,180,41.60,7.65,1,18,SL,40,240,-15.10
KXBTC15M-26APR091400-00,1775756820,no,45,54,8,55,-0.0290,0.0290,120,24.69,260.92,0,17,TP,75,240,26.95
KXBTC15M-26APR091345-45,1775756160,yes,20,44,22,20,-0.0389,0.0389,360,144.78,-35.16,1,17,TP,50,60,27.13
KXBTC15M-26APR091330-30,1775755080,no,40,48,3,60,0.0165,0.0165,180,30.47,69.43,0,17,TP,70,240,26.85
KXBTC15M-26APR091300-00,1775753760,yes,40,53,1,40,0.0158,0.0158,660,98.29,150.70,1,16,TP,70,120,26.85
KXBTC15M-26APR091230-30,1775751780,no,38,52,8,62,-0.0134,0.0134,480,-113.12,102.48,1,16,TP,68,60,26.83
KXBTC15M-26APR091215-15,1775750820,no,27,40,7,73,0.0972,0.0972,420,-130.36,81.23,1,16,SL,15,300,-14.63
KXBTC15M-26APR091115-15,1775747040,no,56,75,4,44,-0.1490,0.1490,240,-72.18,20.85,1,15,TP,86,240,27.43
KXBTC15M-26APR091045-45,1775745120,no,37,43,4,63,0.0524,0.0524,120,-6.93,-54.49,1,14,SL,27,180,-13.56
KXBTC15M-26APR091030-30,1775744220,no,57,70,4,43,-0.1419,0.1419,120,-146.63,-88.51,1,14,TP,87,360,27.49
KXBTC15M-26APR091015-15,1775743440,yes,44,55,5,44,0.0262,0.0262,240,3.50,-74.72,1,14,SL,33,120,-14.89
KXBTC15M-26APR091000-00,1775742480,no,60,71,3,40,-0.1179,0.1179,180,-136.77,-189.51,1,13,TP,90,420,27.69
KXBTC15M-26APR090945-45,1775741520,no,44,59,15,53,-0.0388,0.0388,120,-47.98,-58.13,1,13,TP,74,60,26.93
KXBTC15M-26APR090930-30,1775740980,no,41,57,17,59,-0.0269,0.0269,480,-52.92,-39.61,1,13,TP,71,0,26.87
KXBTC15M-26APR090915-15,1775739720,no,61,67,5,39,-0.0909,0.0909,120,0.00,54.93,0,13,TP,91,300,27.76
KXBTC15M-26APR090900-00,1775738820,no,54,68,6,46,-0.0800,0.0800,120,-104.18,-72.96,1,12,SL,41,420,-17.11
KXBTC15M-26APR090845-45,1775737920,no,61,66,4,39,-0.0549,0.0549,120,43.71,-20.50,0,12,TP,91,420,27.76
KXBTC15M-26APR090830-30,1775737020,yes,53,83,26,53,0.0673,0.0673,120,10.74,55.23,1,12,SL,42,60,-15.13
KXBTC15M-26APR090815-15,1775736120,yes,65,70,0,65,0.0466,0.0466,120,-1.83,-1.83,0,12,TP,95,480,28.07
KXBTC15M-26APR090800-00,1775735220,yes,52,61,9,55,0.0353,0.0353,120,45.63,45.63,1,11,SL,18,600,-37.19
KXBTC15M-26APR090745-45,1775734320,yes,70,77,3,70,0.0891,0.0891,120,88.59,-28.28,1,11,SL,58,300,-15.86
KXBTC15M-26APR090730-30,1775733420,no,55,67,7,45,-0.0565,0.0565,120,-17.84,-109.87,1,11,SL,43,180,-16.13
KXBTC15M-26APR090715-15,1775732520,no,30,56,26,64,-0.0220,0.0220,120,-67.72,-93.41,1,11,TP,60,480,26.85
KXBTC15M-26APR090700-00,1775731620,no,30,62,32,63,-0.0512,0.0512,120,-9.33,19.55,1,10,TP,60,240,26.85
KXBTC15M-26APR090630-30,1775730240,yes,55,87,8,55,0.1198,0.1198,540,58.59,-39.26,1,10,TP,85,0,27.38
KXBTC15M-26APR090615-15,1775728920,yes,39,44,4,39,-0.0301,0.0301,120,-41.12,201.77,0,10,SL,19,240,-23.17
KXBTC15M-26APR090600-00,1775728020,no,30,43,11,70,0.0347,0.0347,120,66.54,-19.30,0,9,SL,19,60,-13.98
KXBTC15M-26APR090545-45,1775727120,yes,49,58,6,49,0.0388,0.0388,120,20.72,-82.30,1,9,SL,26,180,-26.63
KXBTC15M-26APR090530-30,1775726220,yes,57,71,14,59,0.1074,0.1074,120,65.47,252.30,1,9,SL,33,300,-27.88
KXBTC15M-26APR090515-15,1775725860,no,68,81,13,31,-0.0851,0.0851,660,57.80,-90.41,0,9,SL,26,60,-45.41
KXBTC15M-26APR090200-00,1775714160,no,61,98,2,39,-0.1371,0.1371,660,-99.03,-99.03,1,5,TP,91,0,27.76
KXBTC15M-26APR090145-45,1775713080,yes,46,81,3,46,0.0895,0.0895,480,59.73,150.04,1,5,TP,76,0,26.98
KXBTC15M-26APR090130-30,1775711940,yes,56,76,18,56,0.0871,0.0871,240,54.74,52.66,1,5,TP,86,60,27.43
KXBTC15M-26APR090115-15,1775711040,yes,44,88,16,44,0.1202,0.1202,240,77.36,93.60,1,5,TP,74,60,26.93
KXBTC15M-26APR090100-00,1775710080,no,60,84,24,37,-0.0989,0.0989,180,-92.60,-31.47,1,4,TP,90,120,27.69
KXBTC15M-26APR090045-45,1775709300,yes,57,70,6,57,0.0506,0.0506,300,57.05,-32.61,1,4,TP,87,360,27.49
KXBTC15M-26APR090030-30,1775708400,yes,49,57,9,49,0.0187,0.0187,300,27.82,-73.07,1,4,SL,31,60,-21.85
KXBTC15M-26APR090015-15,1775707560,yes,45,59,0,45,0.0254,0.0254,360,-17.97,-11.35,0,4,SL,17,180,-31.12
KXBTC15M-26APR090000-00,1775706420,no,62,67,1,38,-0.0543,0.0543,120,-1.41,-86.69,1,3,SL,43,120,-23.05
KXBTC15M-26APR082345-45,1775705640,no,30,41,11,68,0.0348,0.0348,240,37.27,-36.08,0,3,SL,15,120,-17.72
KXBTC15M-26APR082330-30,1775704740,no,46,55,7,54,-0.0185,0.0185,240,-6.49,-111.12,1,3,TP,76,540,26.98
KXBTC15M-26APR082315-15,1775703720,yes,46,54,6,46,0.0149,0.0149,120,-7.35,-44.02,0,3,SL,18,360,-31.19
KXBTC15M-26APR082300-00,1775702880,yes,72,81,3,72,0.1460,0.1460,180,84.92,65.43,1,2,PRE_EXP,100,660,26.59
KXBTC15M-26APR082245-45,1775702040,yes,50,64,5,50,0.0427,0.0427,240,27.43,201.50,1,2,SL,24,240,-29.54
KXBTC15M-26APR082230-30,1775701380,yes,51,80,4,51,0.1113,0.1113,480,72.40,-31.36,1,2,TP,81,0,27.17
KXBTC15M-26APR082215-15,1775700120,no,33,40,6,67,0.0607,0.0607,120,39.57,214.79,0,2,SL,22,420,-14.23
KXBTC15M-26APR082200-00,1775699400,yes,49,68,8,49,0.1007,0.1007,300,72.47,45.50,1,1,TP,79,60,27.09
KXBTC15M-26APR082130-30,1775697420,no,57,68,8,43,-0.1096,0.1096,120,-77.41,-262.74,1,1,SL,45,300,-16.14
KXBTC15M-26APR082115-15,1775696580,no,40,55,10,60,-0.0227,0.0227,180,-20.33,107.07,1,1,TP,70,240,26.85
KXBTC15M-26APR082100-00,1775695620,no,58,70,12,39,-0.1024,0.1024,120,-52.01,-119.54,1,0,TP,88,240,27.56
KXBTC15M-26APR082030-30,1775693820,yes,38,43,5,38,-0.0280,0.0280,120,-54.38,-28.30,0,0,SL,16,120,-24.97
KXBTC15M-26APR082015-15,1775693460,no,77,90,5,23,-0.1061,0.1061,660,-69.89,-101.52,1,0,PRE_EXP,100,180,21.76
KXBTC15M-26APR082000-00,1775692200,yes,56,67,11,56,0.0820,0.0820,300,65.30,130.12,1,23,TP,86,360,27.43
KXBTC15M-26APR081945-45,1775691120,no,56,62,2,44,-0.0703,0.0703,120,-3.60,-179.61,1,23,SL,41,240,-19.10
KXBTC15M-26APR081930-30,1775690280,no,51,62,11,49,-0.0779,0.0779,180,-26.88,177.03,1,23,TP,81,180,27.17
KXBTC15M-26APR081915-15,1775689500,yes,18,37,19,21,-0.0741,0.0741,300,50.86,-224.51,1,23,TP,48,360,27.22
KXBTC15M-26APR081900-00,1775688780,no,57,69,17,43,-0.0799,0.0799,480,-28.75,-128.83,1,22,TP,87,60,27.49
KXBTC15M-26APR081845-45,1775687520,yes,38,62,18,38,0.0598,0.0598,120,8.56,-180.56,1,22,TP,68,120,26.83
KXBTC15M-26APR081830-30,1775686620,no,53,66,4,47,-0.0706,0.0706,120,-4.58,-71.11,1,22,TP,83,240,27.27
KXBTC15M-26APR081815-15,1775685720,no,62,73,0,38,-0.1118,0.1118,120,-82.33,-83.51,1,22,TP,92,600,27.84
KXBTC15M-26APR081800-00,1775684880,yes,41,67,12,41,0.0701,0.0701,180,63.25,-8.69,1,21,SL,22,480,-22.37
KXBTC15M-26APR081745-45,1775683920,yes,37,43,7,37,-0.0274,0.0274,120,-58.27,136.45,0,21,SL,25,120,-15.47
KXBTC15M-26APR081730-30,1775683080,yes,52,60,0,52,0.0322,0.0322,180,-2.00,176.72,0,21,TP,82,300,27.22
KXBTC15M-26APR081715-15,1775682180,yes,47,58,10,47,0.0194,0.0194,180,30.48,86.40,1,21,SL,30,120,-20.80
KXBTC15M-26APR081700-00,1775681400,yes,41,55,5,41,0.0143,0.0143,300,14.17,-71.22,1,20,TP,71,60,26.87
KXBTC15M-26APR081645-45,1775680740,no,62,91,5,38,-0.1292,0.1292,540,-44.23,-38.08,1,20,TP,92,0,27.84
KXBTC15M-26APR081630-30,1775679660,no,32,54,22,58,-0.0141,0.0141,360,-33.65,24.43,1,20,TP,62,120,26.83
KXBTC15M-26APR081615-15,1775678880,yes,74,86,9,74,0.1358,0.1358,480,21.35,50.60,1,20,PRE_EXP,100,360,24.65
KXBTC15M-26APR081600-00,1775677620,no,44,62,18,53,-0.0687,0.0687,120,28.58,66.81,0,19,SL,35,60,-12.95
KXBTC15M-26APR081545-45,1775676720,yes,50,61,6,50,0.0619,0.0619,120,5.45,-65.69,1,19,TP,80,300,27.13
KXBTC15M-26APR081530-30,1775675820,no,46,52,4,54,-0.0150,0.0150,120,8.17,151.58,0,19,TP,76,360,26.98
KXBTC15M-26APR081515-15,1775674920,yes,38,48,6,38,-0.0143,0.0143,120,-42.26,-267.97,0,19,TP,68,360,26.83
KXBTC15M-26APR081500-00,1775674020,yes,58,65,5,58,0.0826,0.0826,120,-47.38,-130.24,0,18,SL,43,180,-19.11
KXBTC15M-26APR081445-45,1775673540,yes,69,87,4,69,0.1437,0.1437,540,-41.15,122.30,0,18,SL,47,180,-25.94
KXBTC15M-26APR081430-30,1775672220,no,36,57,21,62,-0.0414,0.0414,120,1.35,-161.74,0,18,TP,66,120,26.82
KXBTC15M-26APR081415-15,1775671320,yes,28,35,5,28,-0.0881,0.0881,120,-35.15,15.24,0,18,SL,6,480,-23.96
KXBTC15M-26APR081400-00,1775670420,no,44,53,9,54,-0.0158,0.0158,120,69.35,112.94,0,17,SL,30,120,-17.78
KXBTC15M-26APR081330-30,1775668620,no,53,66,13,41,-0.0828,0.0828,120,-56.14,12.54,1,17,TP,83,360,27.27
KXBTC15M-26APR081315-15,1775667720,yes,53,74,18,53,0.1374,0.1374,120,79.12,272.70,1,17,TP,83,480,27.27
KXBTC15M-26APR081300-00,1775666820,no,47,53,5,53,-0.0165,0.0165,120,-23.24,137.15,1,16,SL,30,120,-20.80
KXBTC15M-26APR081245-45,1775666460,no,70,93,23,19,-0.1483,0.1483,660,0.00,-152.35,0,16,SL,52,60,-21.92
KXBTC15M-26APR081230-30,1775665140,yes,32,58,10,32,0.0353,0.0353,240,10.14,43.89,1,16,TP,62,240,26.83
KXBTC15M-26APR081215-15,1775664120,yes,54,62,8,55,0.0707,0.0707,120,8.13,59.60,1,16,TP,84,300,27.32
KXBTC15M-26APR081145-45,1775662380,no,40,57,17,51,-0.0651,0.0651,180,-50.84,-18.14,1,15,SL,28,180,-15.66
KXBTC15M-26APR081130-30,1775661420,no,32,38,6,67,0.1237,0.1237,120,82.68,230.39,0,15,SL,14,180,-20.70
KXBTC15M-26APR081115-15,1775660760,yes,52,65,14,52,0.1287,0.1287,360,64.79,-144.51,1,15,TP,82,120,27.22
KXBTC15M-26APR081030-30,1775657940,no,38,64,14,62,-0.1162,0.1162,240,-98.38,-228.67,1,14,TP,68,60,26.83
KXBTC15M-26APR081015-15,1775656920,no,28,40,12,66,0.1106,0.1106,120,50.85,-60.11,0,14,TP,58,420,26.88
KXBTC15M-26APR081000-00,1775656020,no,30,46,16,60,0.0388,0.0388,120,22.47,-358.27,0,13,SL,18,120,-14.92
KXBTC15M-26APR080930-30,1775654400,no,49,69,17,51,-0.1393,0.1393,300,-106.13,349.80,1,13,TP,79,120,27.09
KXBTC15M-26APR080915-15,1775653320,yes,60,73,10,60,0.1018,0.1018,120,80.80,232.41,1,13,TP,90,300,27.69
KXBTC15M-26APR080900-00,1775652660,yes,54,70,4,54,0.0772,0.0772,360,148.67,80.04,1,12,TP,84,180,27.32
KXBTC15M-26APR080845-45,1775652120,yes,51,85,10,51,0.0849,0.0849,720,-76.99,86.77,0,12,TP,81,0,27.17
KXBTC15M-26APR080830-30,1775650800,no,50,84,15,50,-0.1300,0.1300,300,-118.32,-30.70,1,12,TP,80,60,27.13
KXBTC15M-26APR080815-15,1775649720,yes,57,74,17,59,0.0921,0.0921,120,17.30,203.43,1,12,TP,87,540,27.49
KXBTC15M-26APR080800-00,1775648820,yes,55,60,5,55,0.0281,0.0281,120,39.05,-70.34,1,11,SL,46,120,-13.17
