ticker,entry_ts,side,entry_c,fair_for_side,spread_c,baseline_c,btc_dist_signed_pct,btc_dist_abs_pct,session_age_s,btc_5m_move,btc_15m_move,aligned_with_btc5m,hour_utc,exit_reason,exit_c,fill_at_s,net_c
KXBTC15M-26APR232145-45,1776994800,yes,37,65,9,37,0.0383,0.0383,600,165.20,77.27,1,1,TP,67,0,26.82
KXBTC15M-26APR232130-30,1776993480,no,63,77,9,37,-0.1242,0.1242,180,-51.76,-234.03,1,1,TP,93,240,27.91
KXBTC15M-26APR232100-00,1776991620,no,24,36,12,72,0.0511,0.0511,120,68.25,22.14,0,0,TP,54,540,26.98
KXBTC15M-26APR232045-45,1776990840,no,38,62,18,62,-0.0383,0.0383,240,-5.92,58.23,1,0,SL,24,60,-17.44
KXBTC15M-26APR232030-30,1776989820,no,48,70,18,52,-0.0506,0.0506,120,-34.90,-6.68,1,0,SL,30,120,-21.81
KXBTC15M-26APR232015-15,1776988980,no,33,57,15,67,-0.0175,0.0175,180,10.05,7.32,0,0,TP,63,120,26.82
KXBTC15M-26APR232000-00,1776988020,no,45,58,13,49,-0.0221,0.0221,120,4.24,91.27,0,23,SL,23,60,-25.47
KXBTC15M-26APR231945-45,1776987240,no,36,62,15,64,-0.0312,0.0312,240,-6.92,103.52,1,23,SL,19,120,-20.12
KXBTC15M-26APR231930-30,1776986220,no,66,73,3,34,-0.0697,0.0697,120,-47.72,-163.09,1,23,SL,49,240,-21.02
KXBTC15M-26APR231915-15,1776985320,no,46,59,13,54,-0.0288,0.0288,120,27.94,-51.05,0,23,TP,76,360,26.98
KXBTC15M-26APR231900-00,1776984420,no,42,64,20,58,-0.0465,0.0465,120,46.98,109.59,0,22,TP,72,360,26.88
KXBTC15M-26APR231845-45,1776983520,no,44,73,29,51,-0.0733,0.0733,120,19.36,-9.12,0,22,SL,34,120,-13.92
KXBTC15M-26APR231830-30,1776982620,yes,47,83,28,47,0.1162,0.1162,120,94.40,170.43,1,22,TP,77,60,27.02
KXBTC15M-26APR231815-15,1776981720,yes,68,78,10,68,0.0851,0.0851,120,64.55,-21.86,1,22,TP,98,540,28.34
KXBTC15M-26APR231800-00,1776980820,no,57,65,5,43,-0.0466,0.0466,120,0.99,56.67,0,21,TP,87,540,27.49
KXBTC15M-26APR231745-45,1776979920,no,18,30,12,79,0.0751,0.0751,120,128.21,109.79,0,21,SL,8,120,-11.75
KXBTC15M-26APR231730-30,1776979020,no,53,66,2,47,-0.0583,0.0583,120,1.55,8.42,0,21,TP,83,240,27.27
KXBTC15M-26APR231700-00,1776977460,no,49,76,9,51,-0.0951,0.0951,360,-72.05,54.68,1,20,TP,79,120,27.09
KXBTC15M-26APR231645-45,1776976320,no,39,53,14,56,-0.0165,0.0165,120,-26.28,40.00,1,20,SL,20,60,-22.23
KXBTC15M-26APR231630-30,1776976020,no,69,81,10,31,-0.0895,0.0895,720,35.61,-85.81,0,20,TP,99,120,28.43
KXBTC15M-26APR231615-15,1776974520,yes,42,58,2,42,0.0423,0.0423,120,47.46,105.39,1,20,TP,72,180,26.88
KXBTC15M-26APR231600-00,1776973740,yes,56,77,5,56,0.1366,0.1366,240,101.21,80.87,1,19,TP,86,300,27.43
KXBTC15M-26APR231545-45,1776972720,no,52,57,3,48,-0.0352,0.0352,120,1.88,5.91,0,19,TP,82,120,27.22
KXBTC15M-26APR231530-30,1776971820,yes,64,76,0,64,0.1455,0.1455,120,190.18,214.28,1,19,TP,94,540,27.99
KXBTC15M-26APR231515-15,1776971040,no,63,72,4,37,-0.1261,0.1261,240,-38.13,-333.58,1,19,SL,41,240,-26.00
KXBTC15M-26APR231445-45,1776969120,no,27,43,15,73,0.0703,0.0703,120,109.16,-79.39,0,18,SL,8,300,-21.10
KXBTC15M-26APR231430-30,1776968220,yes,49,54,4,49,0.0390,0.0390,120,-20.56,220.59,0,18,SL,37,60,-16.03
KXBTC15M-26APR231415-15,1776967320,no,34,43,9,66,0.0668,0.0668,120,60.32,696.20,0,18,SL,22,60,-15.25
KXBTC15M-26APR231400-00,1776966420,yes,28,42,14,37,-0.0639,0.0639,120,-4.08,-446.22,0,17,TP,58,120,26.88
KXBTC15M-26APR231345-45,1776965520,no,57,66,4,43,-0.1033,0.1033,120,-70.75,-44.38,1,17,SL,42,60,-19.10
KXBTC15M-26APR231300-00,1776962820,no,48,67,19,50,-0.0871,0.0871,120,-1.49,-79.66,1,16,TP,78,360,27.05
KXBTC15M-26APR231245-45,1776962100,yes,60,70,6,60,0.1085,0.1085,300,130.79,43.29,1,16,SL,51,300,-13.13
KXBTC15M-26APR231230-30,1776961020,no,43,57,14,53,-0.0505,0.0505,120,-103.46,-138.13,1,16,SL,34,120,-12.91
KXBTC15M-26APR231215-15,1776960240,no,42,70,28,58,-0.1370,0.1370,240,-15.13,-47.40,1,16,SL,16,180,-29.02
KXBTC15M-26APR231145-45,1776958320,no,48,64,16,42,-0.1174,0.1174,120,-88.62,-40.63,1,15,SL,30,120,-21.81
KXBTC15M-26APR231115-15,1776957060,no,61,78,17,39,-0.1371,0.1371,660,25.97,-67.50,0,15,TP,91,0,27.76
KXBTC15M-26APR231100-00,1776955620,no,34,46,12,66,0.0302,0.0302,120,196.46,247.95,0,14,SL,15,360,-21.82
KXBTC15M-26APR231045-45,1776955080,yes,53,79,8,53,0.1352,0.1352,480,244.21,305.35,1,14,TP,83,0,27.27
KXBTC15M-26APR231030-30,1776953820,no,36,52,16,64,-0.0104,0.0104,120,-22.46,28.99,1,14,SL,4,420,-33.99
KXBTC15M-26APR231015-15,1776953040,yes,37,59,1,37,0.0385,0.0385,240,62.94,-6.02,1,14,TP,67,60,26.82
KXBTC15M-26APR231000-00,1776952020,no,26,44,18,62,0.0302,0.0302,120,-38.36,-37.83,1,13,TP,56,360,26.93
KXBTC15M-26APR230945-45,1776951240,no,43,55,7,57,-0.0205,0.0205,240,-102.00,-20.13,1,13,SL,33,180,-13.88
KXBTC15M-26APR230930-30,1776950220,no,46,78,32,51,-0.1356,0.1356,120,-146.48,-171.90,1,13,TP,76,540,26.98
KXBTC15M-26APR230915-15,1776949320,no,60,72,8,40,-0.0807,0.0807,120,21.52,152.88,0,13,SL,36,120,-27.94
KXBTC15M-26APR230845-45,1776948180,yes,62,74,25,62,0.0277,0.0277,780,14.19,80.30,1,12,TP,92,0,27.84
KXBTC15M-26APR230830-30,1776946620,no,77,88,10,23,-0.1322,0.1322,120,-61.32,-52.21,1,12,SL,61,480,-19.57
KXBTC15M-26APR230815-15,1776945720,no,32,45,13,63,0.0143,0.0143,120,5.52,76.76,0,12,SL,23,240,-12.26
KXBTC15M-26APR230800-00,1776944820,yes,64,71,7,65,0.0794,0.0794,120,132.19,185.33,1,11,TP,94,480,27.99
KXBTC15M-26APR230745-45,1776944220,yes,45,85,13,45,0.1024,0.1024,420,94.26,177.24,1,11,TP,75,180,26.95
KXBTC15M-26APR230730-30,1776943020,no,50,63,11,50,-0.0487,0.0487,120,-66.67,-7.26,1,11,SL,39,60,-15.08
KXBTC15M-26APR230715-15,1776942120,no,32,56,15,68,-0.0362,0.0362,120,68.14,-76.47,0,11,SL,23,120,-12.26
KXBTC15M-26APR230700-00,1776941280,no,31,58,0,69,-0.0420,0.0420,180,-35.18,-37.70,1,10,TP,61,300,26.84
KXBTC15M-26APR230645-45,1776940500,no,36,48,10,64,0.0129,0.0129,300,-9.89,206.23,1,10,SL,24,240,-15.40
KXBTC15M-26APR230630-30,1776939420,no,28,56,28,72,-0.0314,0.0314,120,-147.79,-451.57,1,10,SL,18,180,-12.86
KXBTC15M-26APR230545-45,1776936720,no,24,31,7,75,0.0746,0.0746,120,52.72,80.05,0,9,SL,11,300,-15.24
KXBTC15M-26APR230530-30,1776936420,yes,46,68,22,53,0.0329,0.0329,720,0.00,120.82,0,9,TP,76,60,26.98
KXBTC15M-26APR230515-15,1776934920,no,67,76,8,33,-0.1004,0.1004,120,-37.81,52.06,1,9,TP,97,180,28.25
KXBTC15M-26APR230200-00,1776923220,no,23,65,42,69,-0.0542,0.0542,120,21.42,-10.17,0,5,SL,11,120,-14.20
KXBTC15M-26APR230145-45,1776922320,no,64,83,15,36,-0.0946,0.0946,120,-137.04,-65.21,1,5,TP,94,480,27.99
KXBTC15M-26APR230130-30,1776921420,no,64,83,7,36,-0.1262,0.1262,120,-84.55,-90.39,1,5,SL,46,180,-22.05
KXBTC15M-26APR230115-15,1776920520,yes,59,70,8,59,0.0721,0.0721,120,82.12,168.82,1,5,TP,89,480,27.62
KXBTC15M-26APR230100-00,1776919620,no,58,72,10,42,-0.0938,0.0938,120,-49.08,-61.01,1,4,SL,37,420,-24.99
KXBTC15M-26APR230045-45,1776918720,yes,64,70,2,64,0.1016,0.1016,120,151.10,56.96,1,4,TP,94,480,27.99
KXBTC15M-26APR230030-30,1776917820,yes,38,47,9,41,-0.0165,0.0165,120,-18.99,116.48,0,4,TP,68,240,26.83
KXBTC15M-26APR230015-15,1776917040,no,56,65,5,44,-0.0701,0.0701,240,-19.26,126.64,1,4,SL,38,60,-22.03
KXBTC15M-26APR230000-00,1776916020,no,22,34,12,72,0.0923,0.0923,120,192.93,85.94,0,3,TP,52,120,27.05
KXBTC15M-26APR222345-45,1776915360,no,60,77,13,40,-0.1403,0.1403,360,17.76,-95.17,0,3,TP,90,180,27.69
KXBTC15M-26APR222330-30,1776914220,no,65,70,2,35,-0.1335,0.1335,120,-138.13,-327.11,1,3,TP,95,600,28.07
KXBTC15M-26APR222315-15,1776913320,yes,43,56,12,43,0.0405,0.0405,120,86.92,146.49,1,3,SL,29,240,-17.73
KXBTC15M-26APR222300-00,1776912420,no,38,58,20,58,-0.0480,0.0480,120,94.95,-141.67,0,2,TP,68,120,26.83
KXBTC15M-26APR222245-45,1776911760,yes,38,57,5,38,0.0386,0.0386,360,80.25,-82.16,1,2,SL,13,120,-27.76
KXBTC15M-26APR222215-15,1776909720,no,59,64,2,41,-0.0896,0.0896,120,-74.34,58.63,1,2,TP,89,480,27.62
KXBTC15M-26APR222200-00,1776908820,no,54,65,11,46,-0.0957,0.0957,120,-153.55,15.13,1,1,SL,20,180,-37.31
KXBTC15M-26APR222145-45,1776907920,yes,51,60,4,51,0.0646,0.0646,120,122.95,-41.35,1,1,SL,37,120,-18.03
KXBTC15M-26APR222130-30,1776907260,no,54,75,7,46,-0.1361,0.1361,360,-96.82,-224.12,1,1,TP,84,120,27.32
KXBTC15M-26APR222115-15,1776906120,no,51,58,4,49,-0.0827,0.0827,120,-39.37,-91.54,1,1,TP,81,600,27.17
KXBTC15M-26APR222100-00,1776905280,no,48,64,8,52,-0.1435,0.1435,180,-116.71,3.08,1,0,TP,78,660,27.05
KXBTC15M-26APR222045-45,1776904380,no,48,66,12,52,-0.1439,0.1439,180,-82.74,277.63,1,0,SL,37,240,-15.03
KXBTC15M-26APR222030-30,1776903420,yes,11,29,18,15,-0.1302,0.1302,120,-116.12,-472.48,0,0,TP,41,120,27.62
KXBTC15M-26APR222015-15,1776902940,no,16,60,44,82,-0.0322,0.0322,540,-211.63,-110.60,1,0,TP,46,60,27.32
KXBTC15M-26APR222000-00,1776901620,no,34,67,33,60,-0.0794,0.0794,120,0.00,-4.22,0,23,SL,25,120,-12.41
KXBTC15M-26APR221945-45,1776901020,no,71,83,12,29,-0.1341,0.1341,420,24.86,-119.68,0,23,PRE_EXP,99,420,26.46
KXBTC15M-26APR221930-30,1776899820,no,45,61,11,55,-0.0455,0.0455,120,-28.38,25.01,1,23,TP,75,240,26.95
KXBTC15M-26APR221915-15,1776898920,no,75,81,3,25,-0.1383,0.1383,120,-31.17,-21.85,1,23,PRE_EXP,98,720,21.50
KXBTC15M-26APR221900-00,1776898080,no,43,77,23,57,-0.0902,0.0902,180,-93.84,-66.92,1,22,TP,73,60,26.90
KXBTC15M-26APR221845-45,1776897120,no,30,62,32,70,-0.0376,0.0376,120,-11.53,-220.88,1,22,TP,60,180,26.85
KXBTC15M-26APR221830-30,1776896220,no,74,83,7,26,-0.0891,0.0891,120,-58.18,12.83,1,22,PRE_EXP,100,720,24.65
KXBTC15M-26APR221815-15,1776895320,no,33,71,37,67,-0.0477,0.0477,120,-57.17,-45.24,1,22,TP,63,60,26.82
KXBTC15M-26APR221800-00,1776894420,yes,60,66,6,60,0.0415,0.0415,120,79.51,175.27,1,21,SL,39,360,-25.01
KXBTC15M-26APR221745-45,1776893520,no,28,40,12,71,0.0235,0.0235,120,41.91,20.30,0,21,SL,15,60,-15.66
KXBTC15M-26APR221730-30,1776892680,no,34,57,23,58,-0.0245,0.0245,180,4.01,31.04,0,21,SL,14,600,-22.75
KXBTC15M-26APR221715-15,1776892020,yes,74,88,9,74,0.1420,0.1420,420,35.31,105.88,1,21,PRE_EXP,100,420,24.65
KXBTC15M-26APR221700-00,1776891120,no,61,82,8,39,-0.1138,0.1138,420,-39.97,-56.53,1,20,TP,91,120,27.76
KXBTC15M-26APR221645-45,1776890040,no,52,70,10,48,-0.0830,0.0830,240,-52.30,-129.18,1,20,TP,82,240,27.22
KXBTC15M-26APR221630-30,1776889020,no,52,62,10,48,-0.0514,0.0514,120,-47.58,-155.11,1,20,TP,82,180,27.22
KXBTC15M-26APR221615-15,1776888360,no,58,79,21,41,-0.1072,0.1072,360,-43.43,-39.25,1,20,TP,88,180,27.56
KXBTC15M-26APR221600-00,1776887700,yes,43,55,7,43,0.0152,0.0152,600,32.58,67.00,1,19,TP,73,120,26.90
KXBTC15M-26APR221545-45,1776886320,no,34,53,19,63,-0.0154,0.0154,120,-48.86,155.11,1,19,TP,64,120,26.82
KXBTC15M-26APR221530-30,1776885480,no,34,47,4,66,0.0146,0.0146,180,41.03,41.90,0,19,SL,20,120,-17.14
KXBTC15M-26APR221500-00,1776883620,no,48,54,4,52,-0.0116,0.0116,120,3.91,59.35,0,18,SL,38,60,-14.06
KXBTC15M-26APR221445-45,1776882720,yes,42,47,3,42,-0.0127,0.0127,120,18.17,-28.34,1,18,SL,33,180,-12.87
KXBTC15M-26APR221430-30,1776881880,no,55,66,8,45,-0.0691,0.0691,180,-45.27,-1.79,1,18,SL,45,60,-14.16
KXBTC15M-26APR221415-15,1776880920,no,30,44,14,66,0.0303,0.0303,120,15.64,59.13,0,18,TP,60,300,26.85
KXBTC15M-26APR221400-00,1776880020,yes,28,54,20,28,0.0227,0.0227,120,58.00,38.87,1,17,TP,58,60,26.88
KXBTC15M-26APR221345-45,1776879120,no,48,57,9,50,-0.0360,0.0360,120,25.26,31.92,0,17,TP,78,300,27.05
KXBTC15M-26APR221330-30,1776878880,no,59,91,5,41,-0.1067,0.1067,780,82.66,-108.21,0,17,TP,89,0,27.62
KXBTC15M-26APR221300-00,1776876540,yes,38,58,20,42,0.0298,0.0298,240,66.22,-95.03,1,16,SL,12,360,-28.68
KXBTC15M-26APR221245-45,1776875520,yes,36,43,5,36,-0.0415,0.0415,120,10.51,-233.57,1,16,TP,66,360,26.82
KXBTC15M-26APR221230-30,1776874680,no,50,65,15,43,-0.0876,0.0876,180,-39.17,-172.52,1,16,TP,80,300,27.13
KXBTC15M-26APR221215-15,1776873720,no,42,48,5,58,0.0138,0.0138,120,0.75,85.87,0,16,SL,25,120,-20.54
KXBTC15M-26APR221200-00,1776872820,no,47,55,1,53,-0.0402,0.0402,120,19.51,9.25,0,15,SL,31,120,-19.84
KXBTC15M-26APR221145-45,1776871980,no,27,56,17,73,-0.0457,0.0457,180,46.61,46.61,0,15,SL,13,300,-16.49
KXBTC15M-26APR221130-30,1776871140,no,46,56,8,54,-0.0458,0.0458,240,15.83,-49.69,0,15,SL,36,120,-14.00
KXBTC15M-26APR221115-15,1776870120,yes,24,36,12,31,-0.1201,0.1201,120,-16.74,217.85,0,15,SL,14,480,-12.46
KXBTC15M-26APR221030-30,1776867420,no,49,68,14,51,-0.1457,0.1457,120,-69.25,68.97,1,14,TP,79,180,27.09
KXBTC15M-26APR221015-15,1776866700,no,36,64,28,52,-0.0988,0.0988,300,-55.71,148.12,1,14,TP,66,60,26.82
KXBTC15M-26APR221000-00,1776865680,no,34,63,29,60,-0.0961,0.0961,180,-27.60,193.97,1,13,SL,16,300,-20.89
KXBTC15M-26APR220945-45,1776864840,no,38,61,23,61,-0.0687,0.0687,240,-20.23,-40.91,1,13,TP,68,120,26.83
KXBTC15M-26APR220930-30,1776863880,no,35,56,16,65,-0.0310,0.0310,180,32.24,68.21,0,13,SL,26,300,-12.48
KXBTC15M-26APR220915-15,1776862920,no,60,74,12,40,-0.1225,0.1225,120,-133.01,-105.97,1,13,SL,44,60,-20.09
KXBTC15M-26APR220900-00,1776862020,no,22,35,13,73,0.0669,0.0669,120,66.03,130.27,0,12,TP,52,180,27.05
KXBTC15M-26APR220845-45,1776861120,no,60,68,8,39,-0.0967,0.0967,120,-40.67,-327.18,1,12,SL,41,120,-23.05
KXBTC15M-26APR220830-30,1776860220,yes,53,61,3,53,0.0518,0.0518,120,73.64,144.20,1,12,SL,43,60,-14.15
KXBTC15M-26APR220815-15,1776859320,yes,49,58,6,49,0.0392,0.0392,120,58.50,39.66,1,12,SL,31,240,-21.85
KXBTC15M-26APR220800-00,1776858420,no,22,34,12,72,0.0865,0.0865,120,82.38,-43.34,0,11,SL,12,300,-12.24
KXBTC15M-26APR220745-45,1776857640,no,41,56,2,59,-0.0229,0.0229,240,-12.17,77.33,1,11,SL,31,60,-13.79
KXBTC15M-26APR220730-30,1776857040,yes,56,74,10,56,0.0794,0.0794,540,38.45,128.23,1,11,TP,86,120,27.43
KXBTC15M-26APR220715-15,1776855720,yes,59,87,25,59,0.1170,0.1170,120,158.87,165.52,1,11,TP,89,120,27.62
KXBTC15M-26APR220700-00,1776854820,no,58,66,6,42,-0.0457,0.0457,120,-46.06,-17.40,1,10,SL,46,300,-16.14
KXBTC15M-26APR220645-45,1776853920,yes,56,63,7,58,0.0390,0.0390,120,124.31,146.98,1,10,TP,86,180,27.43
KXBTC15M-26APR220630-30,1776853020,no,54,78,22,46,-0.0952,0.0952,120,-68.52,-10.32,1,10,SL,2,720,-53.93
KXBTC15M-26APR220615-15,1776852120,no,41,69,27,59,-0.0681,0.0681,120,0.00,-161.59,0,10,TP,71,120,26.87
KXBTC15M-26APR220600-00,1776851220,yes,36,45,9,36,-0.0189,0.0189,120,-48.72,21.14,0,9,SL,17,300,-22.00
KXBTC15M-26APR220545-45,1776850440,no,54,73,19,40,-0.0714,0.0714,240,-47.93,132.94,1,9,TP,84,180,27.32
KXBTC15M-26APR220530-30,1776849420,no,50,61,11,50,-0.0410,0.0410,120,-7.30,74.37,1,9,SL,9,600,-43.55
KXBTC15M-26APR220515-15,1776848520,no,70,83,13,29,-0.1413,0.1413,120,-124.63,6.21,1,9,SL,55,420,-18.90
KXBTC15M-26APR220500-00,1776847620,no,38,58,20,61,-0.0345,0.0345,120,-22.58,-55.18,1,8,SL,12,360,-28.68
KXBTC15M-26APR220445-45,1776846720,no,49,55,1,51,-0.0211,0.0211,120,-7.56,-153.86,1,8,TP,79,660,27.09
KXBTC15M-26APR220430-30,1776846060,yes,51,65,7,51,0.0510,0.0510,360,36.06,118.22,1,8,SL,24,180,-30.54
KXBTC15M-26APR220415-15,1776844920,yes,64,73,3,64,0.1213,0.1213,120,83.36,60.69,1,8,SL,47,120,-21.05
KXBTC15M-26APR220400-00,1776844380,no,42,82,14,58,-0.1151,0.1151,480,-113.28,71.70,1,7,TP,72,60,26.88
KXBTC15M-26APR220345-45,1776843300,yes,51,60,10,51,0.0344,0.0344,300,36.37,-51.37,1,7,TP,81,60,27.17
KXBTC15M-26APR220330-30,1776842220,yes,44,60,16,48,0.0271,0.0271,120,107.65,100.15,1,7,SL,24,60,-23.51
KXBTC15M-26APR220315-15,1776841320,yes,48,54,4,48,0.0105,0.0105,120,31.88,41.79,1,7,TP,78,480,27.05
KXBTC15M-26APR220300-00,1776840600,yes,48,62,14,51,0.0505,0.0505,300,84.25,-19.82,1,6,TP,78,300,27.05
KXBTC15M-26APR220245-45,1776839520,yes,56,65,9,60,0.1098,0.1098,120,0.00,46.64,0,6,SL,39,360,-21.06
KXBTC15M-26APR220230-30,1776838800,yes,46,55,9,46,0.0358,0.0358,300,46.64,137.64,1,6,SL,21,300,-28.36
KXBTC15M-26APR220200-00,1776837120,no,54,67,5,46,-0.1280,0.1280,420,-82.20,-20.22,1,5,TP,84,120,27.32
KXBTC15M-26APR220145-45,1776836460,yes,39,69,30,42,0.0973,0.0973,660,120.10,32.30,1,5,SL,19,60,-23.17
KXBTC15M-26APR220115-15,1776834120,no,53,60,2,47,-0.0387,0.0387,120,-82.07,-134.73,1,5,SL,43,180,-14.15
KXBTC15M-26APR220100-00,1776833400,no,52,70,2,48,-0.0761,0.0761,300,-43.37,19.21,1,4,TP,82,120,27.22
KXBTC15M-26APR220045-45,1776832440,no,45,55,5,55,-0.0200,0.0200,240,1.48,15.55,0,4,SL,31,240,-17.83
KXBTC15M-26APR220030-30,1776831780,no,64,76,5,36,-0.0971,0.0971,480,-39.30,-120.11,1,4,SL,47,300,-21.05
KXBTC15M-26APR220015-15,1776830520,no,45,52,7,55,-0.0133,0.0133,120,-25.59,-22.09,1,4,SL,32,180,-16.86
KXBTC15M-26APR220000-00,1776829740,no,60,71,3,40,-0.1245,0.1245,240,-92.31,89.09,1,3,SL,49,60,-15.13
KXBTC15M-26APR212330-30,1776828360,yes,24,47,23,31,-0.0129,0.0129,660,165.84,36.09,1,3,SL,8,120,-18.00
KXBTC15M-26APR212315-15,1776827160,yes,44,65,13,44,0.1220,0.1220,360,187.45,396.94,1,3,TP,74,60,26.93
KXBTC15M-26APR212300-00,1776826260,yes,40,54,14,42,0.0315,0.0315,360,61.98,146.29,1,2,TP,70,180,26.85
KXBTC15M-26APR212245-45,1776825120,no,56,65,3,44,-0.1367,0.1367,120,125.26,8.73,0,2,SL,9,660,-49.53
KXBTC15M-26APR212215-15,1776823380,no,42,71,15,58,-0.1006,0.1006,180,-26.64,17.08,1,2,TP,72,60,26.88
KXBTC15M-26APR212200-00,1776822420,no,44,61,16,56,-0.0492,0.0492,120,32.95,54.28,0,1,SL,31,180,-16.82
KXBTC15M-26APR212145-45,1776821520,no,38,52,14,59,-0.0100,0.0100,120,-5.34,-163.36,1,1,SL,27,240,-14.58
KXBTC15M-26APR212115-15,1776819900,no,28,44,16,68,0.0232,0.0232,300,-2.95,9.41,1,1,SL,19,60,-11.92
KXBTC15M-26APR212100-00,1776818820,no,46,63,13,54,-0.0579,0.0579,120,-1.21,1.56,1,0,TP,76,240,26.98
KXBTC15M-26APR212045-45,1776818040,no,43,61,18,52,-0.0581,0.0581,240,10.40,-92.98,0,0,TP,73,180,26.90
KXBTC15M-26APR212030-30,1776817020,no,70,76,6,30,-0.1324,0.1324,120,-29.78,6.43,1,0,SL,52,120,-21.92
KXBTC15M-26APR212015-15,1776816120,no,46,59,13,52,-0.0381,0.0381,120,17.10,-25.25,0,0,SL,24,120,-25.53
KXBTC15M-26APR211945-45,1776814620,yes,53,70,18,53,0.0693,0.0693,420,52.72,23.27,1,23,TP,83,0,27.27
KXBTC15M-26APR211930-30,1776813660,yes,59,67,8,59,0.0654,0.0654,360,52.23,0.00,1,23,SL,50,360,-13.14
KXBTC15M-26APR211915-15,1776812520,yes,67,73,7,67,0.1134,0.1134,120,174.78,227.46,1,23,TP,97,360,28.25
KXBTC15M-26APR211900-00,1776811620,no,56,64,8,44,-0.0620,0.0620,120,151.67,149.94,0,22,SL,39,420,-21.06
KXBTC15M-26APR211845-45,1776810780,no,48,78,30,45,-0.0867,0.0867,180,-17.20,-123.24,1,22,SL,38,180,-14.06
KXBTC15M-26APR211830-30,1776809820,no,60,90,30,34,-0.1369,0.1369,120,-53.15,-85.69,1,22,TP,90,180,27.69
KXBTC15M-26APR211815-15,1776808980,no,32,64,32,50,-0.0464,0.0464,180,-33.30,34.18,1,22,TP,62,300,26.83
KXBTC15M-26APR211800-00,1776808500,yes,60,72,18,60,0.0531,0.0531,600,25.87,-25.66,1,21,TP,90,60,27.69
KXBTC15M-26APR211745-45,1776807120,no,42,60,18,57,-0.0372,0.0372,120,-44.20,-11.36,1,21,SL,32,180,-13.84
KXBTC15M-26APR211730-30,1776806220,no,46,59,13,52,-0.0419,0.0419,120,-1.64,-113.80,1,21,SL,16,240,-33.06
KXBTC15M-26APR211715-15,1776805320,no,45,62,17,54,-0.1051,0.1051,120,-35.48,36.17,1,21,TP,75,300,26.95
KXBTC15M-26APR211700-00,1776804420,yes,26,43,17,32,-0.0596,0.0596,120,-26.05,-140.25,0,20,TP,56,120,26.93
KXBTC15M-26APR211630-30,1776802620,yes,41,53,5,41,0.0261,0.0261,120,2.00,477.69,1,20,TP,71,480,26.87
KXBTC15M-26APR211615-15,1776801720,no,18,33,15,73,0.1342,0.1342,120,138.44,139.57,0,20,TP,48,360,27.22
KXBTC15M-26APR211600-00,1776800820,yes,52,68,16,59,0.1476,0.1476,120,78.01,-694.42,1,19,TP,82,420,27.22
KXBTC15M-26APR211530-30,1776799260,yes,36,65,1,36,0.0757,0.0757,360,162.91,-22.41,1,19,TP,66,60,26.82
KXBTC15M-26APR211500-00,1776797220,no,44,67,22,56,-0.0926,0.0926,120,-65.69,9.03,1,18,TP,74,120,26.93
KXBTC15M-26APR211445-45,1776796560,no,12,37,25,71,0.0886,0.0886,360,63.56,79.44,0,18,SL,1,420,-11.84
KXBTC15M-26APR211430-30,1776795420,no,49,62,4,51,-0.1087,0.1087,120,-58.92,-88.35,1,18,TP,79,240,27.09
KXBTC15M-26APR211415-15,1776794520,no,34,45,11,63,0.0467,0.0467,120,102.23,-72.25,0,18,SL,25,480,-12.41
KXBTC15M-26APR211345-45,1776792720,no,47,53,3,53,-0.0257,0.0257,120,46.72,39.58,0,17,SL,35,120,-15.97
KXBTC15M-26APR211315-15,1776791040,no,54,66,4,46,-0.1001,0.1001,240,-6.32,-301.97,1,17,TP,84,180,27.32
KXBTC15M-26APR211300-00,1776790020,no,32,44,12,68,0.0385,0.0385,120,-94.03,-35.04,1,16,SL,15,120,-19.77
KXBTC15M-26APR211245-45,1776789120,yes,61,68,7,61,0.1006,0.1006,120,-6.66,25.56,0,16,TP,91,180,27.76
KXBTC15M-26APR211230-30,1776788340,yes,42,54,0,42,0.0237,0.0237,240,37.87,60.48,1,16,SL,29,300,-16.72
KXBTC15M-26APR211215-15,1776787500,no,28,36,4,72,0.0788,0.0788,300,-48.21,69.69,1,16,SL,6,300,-23.96
KXBTC15M-26APR211200-00,1776786420,yes,42,52,10,44,0.0109,0.0109,120,89.16,68.97,1,15,SL,26,480,-19.59
KXBTC15M-26APR211145-45,1776785820,no,47,62,9,53,-0.0763,0.0763,420,-75.74,-252.19,1,15,SL,13,180,-36.85
KXBTC15M-26APR211130-30,1776784860,yes,57,70,8,57,0.1381,0.1381,360,51.08,287.60,1,15,TP,87,120,27.49
KXBTC15M-26APR211115-15,1776783720,no,43,56,6,57,-0.0457,0.0457,120,-111.27,-566.17,1,15,TP,73,120,26.90
KXBTC15M-26APR211015-15,1776780300,no,56,64,2,44,-0.0988,0.0988,300,-64.10,-47.69,1,14,TP,86,360,27.43
KXBTC15M-26APR210945-45,1776778920,no,63,78,17,37,-0.0720,0.0720,720,100.00,-119.43,0,13,TP,93,0,27.91
KXBTC15M-26APR210930-30,1776777900,yes,51,76,2,51,0.1066,0.1066,600,52.07,112.41,1,13,TP,81,60,27.17
KXBTC15M-26APR210915-15,1776776580,no,42,52,4,58,-0.0106,0.0106,180,39.81,148.36,0,13,TP,72,120,26.88
KXBTC15M-26APR210900-00,1776775620,no,32,48,16,63,0.0143,0.0143,120,-116.25,-576.31,1,12,SL,13,420,-21.63
